seed,gelu_accuracy,periodic_gelu_accuracy,direct_peuaf_accuracy,evolved_peuaf_accuracy,periodic_gelu_minus_gelu,direct_peuaf_minus_gelu,evolved_minus_direct,evolved_minus_gelu
42,93.07359307359307,93.36219336219335,69.55266955266956,89.32178932178932,0.28860028860027853,-23.520923520923517,19.76911976911977,-3.751803751803749
43,93.65079365079364,93.93939393939394,70.70707070707071,85.42568542568543,0.28860028860029274,-22.943722943722932,14.718614718614717,-8.225108225108215
44,94.37229437229438,93.93939393939394,75.75757575757575,88.16738816738817,-0.4329004329004391,-18.614718614718626,12.409812409812417,-6.204906204906209
