model.activation,label,runs,best_validation_accuracy_mean,best_validation_accuracy_std,final_validation_accuracy_mean,final_validation_accuracy_std,test_accuracy_mean,test_accuracy_std,test_loss_mean,test_loss_std,final_test_accuracy_mean,final_test_accuracy_std,final_test_loss_mean,final_test_loss_std,duration_seconds_mean,duration_seconds_std
gelu,activation=gelu,3,0.9034,0.001854723699099124,0.9028,0.0015577761927396893,0.8947666666666667,0.002548637980482033,0.5028889855702718,0.014044308589539022,0.8950333333333333,0.0024280765135299173,0.5025352959950765,0.013713748242702382,3445.409385600001,8.25883113135636
gelu_sine_triangle,activation=gelu_sine_triangle,3,0.9055333333333333,0.000956846672960486,0.9045333333333333,0.0006182412330330306,0.8948333333333333,0.002548637980482033,0.4996170766512553,0.013293843088236867,0.8958666666666667,0.000817856276425699,0.501181927394867,0.013655014246571296,6672.291930800001,5.652432323901408
