x,y_0,dy_dx_0,y_1,dy_dx_1
-4.3,-3.6721593525324005e-05,-0.00015716144051996906,0.08264482667514345,-0.052028104648559
-4.29,-3.832538386596696e-05,-0.00016363734610745393,0.08212222639689251,-0.0524916539085417
-4.28,-3.9995169068489656e-05,-0.00017036184687711428,0.08159499960066048,-0.05295340207786572
-4.27,-4.173347855228992e-05,-0.00017734368139214553,0.08106316448156911,-0.053413312393105185
-4.26,-4.354293048370983e-05,-0.00018459186150225214,0.08052673959996916,-0.05387134857363778
-4.25,-4.542623454358019e-05,-0.000192115679525161,0.07998574387655513,-0.054327474833355566
-4.24,-4.738619476829964e-05,-0.00019992471556342514,0.0794401965873614,-0.054781655892489366
-4.23,-4.942571246555561e-05,-0.00020802884495704186,0.0788901173586381,-0.05523385698954753
-4.22,-5.154778920456127e-05,-0.00021643824587260792,0.07833552616160831,-0.0556840438933687
-4.21,-5.375552988181098e-05,-0.00022516340702936235,0.07777644330710527,-0.056132182915288605
-4.2,-5.605214586679175e-05,-0.0002342151355615646,0.07721288944008486,-0.05657824092142027
-4.1899999999999995,-5.844095822567951e-05,-0.0002436045650180314,0.07664488553401623,-0.05702218534504768
-4.18,-6.0925401025913036e-05,-0.00025334316349841517,0.07607245288514804,-0.05746398419913187
-4.17,-6.350902472304687e-05,-0.000263442741926027,0.07549561310664851,-0.057903606088929326
-4.16,-6.619549963144067e-05,-0.0002739154624568353,0.0749143881226182,-0.058341020224721554
-4.15,-6.898861947795821e-05,-0.0002847738470247187,0.0743288001619771,-0.05877619643465547
-4.14,-7.189230504470844e-05,-0.00029603078602126633,0.07373887175221967,-0.05920910517769241
-4.13,-7.491060789591718e-05,-0.0003076995471108907,0.073144625713043,-0.05963971755666648
-4.12,-7.804771419617885e-05,-0.0003197937841789695,0.0725460851498416,-0.06006800533144914
-4.109999999999999,-8.130794861847312e-05,-0.000332327546412667,0.07194327344706995,-0.06049394093221948
-4.1,-8.469577834144258e-05,-0.00034531528751369797,0.071336214261475,-0.06091749747283848
-4.09,-8.821581714309744e-05,-0.00035877187504025366,0.07072493151518935,-0.061338648764325335
-4.08,-9.187282958523113e-05,-0.00037271259987823756,0.07010944938869354,-0.06175736932843415
-4.07,-9.567173529507923e-05,-0.00038715318583884485,0.06948979231364019,-0.062173634411328234
-4.0600000000000005,-9.961761334357667e-05,-0.00040210979938102627,0.06886598496554026,-0.06258741999735051
-4.05,-0.00010371570671996455,-0.0004175990594571269,0.068238052256313,-0.06299870282288732
-4.04,-0.0001079714269066967,-0.00043363804747873364,0.06760601932669613,-0.06340746039032223
-4.03,-0.00011239035855554136,-0.00045024431740031917,0.06696991153851382,-0.06381367098207792
-4.02,-0.00011697826426189105,-0.0004674359059190019,0.06632975446680806,-0.06421731367474287
-4.01,-0.00012174108944563277,-0.0004852313427857088,0.06568557389182425,-0.06461836835327844
-4.0,-0.00012668496733247991,-0.0005036496612264215,0.06503739579085713,-0.06501681572530466
-3.9899999999999998,-0.0001318162240412296,-0.0005227104084690022,0.06438524632995232,-0.06541263733545966
-3.98,-0.0001371413837778035,-0.0005424336563720604,0.06372915185546356,-0.06580581557982854
-3.9699999999999998,-0.0001426671741344082,-0.000562840012152683,0.06306913888546593,-0.06619633372043886
-3.96,-0.0001484005314967196,-0.000583950629208417,0.06240523410102484,-0.06658417589981702
-3.95,-0.00015434860656119432,-0.0006057872180288852,0.06173746433731621,-0.0669693271556009
-3.94,-0.00016051876996076576,-0.0006283720571930437,0.06106585657460276,-0.06735177343520449
-3.93,-0.00016691861799974616,-0.0006517280044472143,0.060390437929064074,-0.06773150161052878
-3.92,-0.00017355597850321925,-0.0006758785078575862,0.05971123564347549,-0.06810849949271319
-3.91,-0.0001804389167747217,-0.0007008476170334819,0.059028277077744044,-0.06848275584692205
-3.9,-0.00018757574166859968,-0.0007266599944142239,0.0583415896992929,-0.06885426040716028
-3.89,-0.00019497501177521027,-0.0007533409266141491,0.05765120107329926,-0.06922300389111093
-3.88,-0.00020264554171901315,-0.0007809163358196166,0.05695713885278349,-0.06958897801498923
-3.87,-0.0002105964085725054,-0.0008094127912306727,0.056259430768548585,-0.06995217550840475
-3.86,-0.00021883695838214256,-0.0008388575205415638,0.05555810461897334,-0.07031259012922585
-3.85,-0.00022737681281283784,-0.000869278421451155,0.054853188259653754,-0.07067021667843708
-3.84,-0.00023622587590374166,-0.0009007040731976391,0.0541447095928992,-0.07102505101498349
-3.83,-0.00024539434094229096,-0.0009331637481077859,0.053432696557078115,-0.0713770900705919
-3.82,-0.0002548926974532917,-0.0009666874231533528,0.052717177115815465,-0.07172633186456137
-3.81,-0.0002647317383022885,-0.001001305791506182,0.05199817924704431,-0.07207277551851402
-3.8,-0.0002749225669155364,-0.001037050274082408,0.051275730931908625,-0.07241642127109633
-3.79,-0.0002854766046151452,-0.0010739530310667296,0.05054986014352002,-0.07275727049262166
-3.78,-0.0002964055980699709,-0.0011120469734068425,0.04982059483556691,-0.07309532569964365
-3.77,-0.00030772162685913427,-0.0011513657742686456,0.04908796293078169,-0.07343059056945081
-3.76,-0.0003194371111524985,-0.0011919438804405369,0.04835199230925936,-0.07376306995447036
-3.75,-0.00033156481950305516,-0.0012338165236771056,0.04761271079663568,-0.07409276989657138
-3.7399999999999998,-0.0003441178767532016,-0.001277019731970317,0.046870146152121275,-0.07441969764125499
-3.73,-0.000357109772052987,-0.0013215903407368516,0.04612432605639496,-0.07474386165171976
-3.7199999999999998,-0.0003705543669903721,-0.0013675660039093572,0.04537527809935663,-0.07506527162279039
